id,keyword,location,text
1,,,course syllabus page 1 of 6 course information course number: csce 314 course title: programming languages section: 500 time: mwf 12:40-1:30 p.m
2,,,location: hrbb 124 credit hours: 3 instructor details instructor: prof
3,,,dr
4,,,hyunyoung lee office: petr 419 phone: 979 845 2490 e-mail: hlee@cse.tamu.ed
5,,,or hlee42@tamu.ed
6,,,office hours: tuesdays 10:00-11:00 a.m
7,,,and thursdays 1:00-2:00 p.m
8,,,"(or by appointment) office hour location: zoom (meeting id: 604-184-8110, logon using tamu account or via canvas) teaching assistant: ms"
9,,,vedangi bengali office: zoom (meeting id: tba on canvas) e-mail: vedangibengali@tamu.ed
10,,,"office hours: tba on canvas course description this course explores the design space of programming languages via an in-depth study of two programming languages, one functional (haskell) and one object-oriented (java)"
11,,,"it focuses on idiomatic uses of each language, and on features characteristic for each language"
12,,,"course prerequisites grade of c or better in csce 221, or concurrent enrollment; or approval of instructor"
13,,,special course designation none
14,,,"course learning outcomes at the end of the course, students will be able to use modern programming languages more effectively and be able to learn new programming languages more easily"
15,,,"they will get a broader understanding of language constructs, common abstraction mechanisms, and efficiency considerations"
16,,,"course syllabus page 2 of 6 textbook and/or resource materials required textbook 1: graham hutton, programming in haskell, 2nd ed."
17,,,cambridge university press
18,,,isbn 978-1316626221
19,,,"required textbook 2: ken arnold, james gosling, and david holmes, the java programming language, 4th ed."
20,,,addison-wesley professional
21,,,isbn-13: 978-0-321-34980-4
22,,,course homepage: canvas course page https://canvas.tamu.edu
23,,,check the canvas course page daily
24,,,"it is the student’s responsibility to be aware of the announcements, lecture schedule, and any assignments and their deadlines, and whether the assignment is held/submitted in-class or online"
25,,,grading policy • graded items and their weights are as follows: o exams 60%: there will be two midterm exams each worth 20% and one comprehensive final exam also worth 20%
26,,,the exams are closed book and closed notes
27,,,o homework 20%: all homework assignments will be announced and posted on canvas
28,,,o quizzes 10%: your one lowest quiz grade will be dropped
29,,,o exercises 10%: there will be in-class activities and exercises
30,,,your one lowest exercise grade will be dropped
31,,,"• final grades will be assigned according to this scale based on the weighted final average: a: 90 and above, b: [80, 90), c: [70, 80), d: [60, 70), f: below 60 the scale may be adjusted by the instructor to reflect score variations"
32,,,attendance and make-up policy • class attendance is strongly recommended
33,,,"if you miss class for any reason, it is your responsibility to find out what lecture contents/assignments/announcements you missed"
34,,,"• make-ups for homework assignments, quizzes, exercises, and exams will be given only under circumstances beyond student's control (a university sanctioned excuse)"
35,,,prior arrangements with the instructor must be made when feasible and official verification of circumstances necessitating the absence will be required
36,,,"• any make-up work must be completed before the solutions are discussed or posted or the graded results become available to the students, whichever occurs first"
37,,,please refer to student rule 7 for more information
38,,,"submission of work and late work policy • all assignments (including exams, homework, quizzes, and exercises) must be submitted by the due date and time specified for the assignment"
39,,,e-mail submissions will not be accepted (they will be ignored without notice)
40,,,"• in general, no late submission beyond the deadline will be accepted"
41,,,partial credit will be given based on the work submitted by the deadline
