id,keyword,location,text
1,,,course information course information course number: csce221 course title: data structures and algorithms section: 517 - 520 time: lec - mwf 12:40 pm to 1:30 pm/ labs - mw 8:00 am to 12:20 pm location: zach 244/zach 596 credit hours: 3 instructor details instructor: harpreet singh chawla office: l.f
2,,,"peterson building, 2nd floor phone: e-mail: harpreetsc@tamu.ed"
3,,,"office hours: friday 2:00 pm - 4:00 pm or appointment by email course description specification, analysis and implemen tation of abstract data types for lists, stacks, queues, trees, hash tables, graphs, and their associated algorithms"
4,,,performance trade -offs of different implementations; asymptotic analysis of running time and memory usage
5,,,includes the execution of stude nts programs written in c++; emphasis on adherence to good software engineering principles
6,,,"course prerequisites  csce 121 "" introduction to program design and concepts""  csce 222 "" discrete structures "" or math 302 "" discre te mathematics "" (at-least co - requisite) course learning outcomes at the end of this course students should be able to: 1"
7,,,design and implement diverse data structures that allow easy access and manipulation of data using c++ programming language
8,,,2
9,,,use the dat a structures to implement algorithms
10,,,3
11,,,apply the big -o asymptotic notation to analyse and select an efficient algorithm for solving a given problem with respect to runtime and memory usage
12,,,"textbook and/or resource materials  recommended textbooks: o “data s tructures and algorithm analysis in c++”, 4th edition, mark a"
13,,,"weiss, 2014, pearson, isbn -13: 978 -0132847377 or isbn -10: 013284737x"
14,,,"o “data structures and algorithms in c++ 2nd edition”, 2nd edition, michael t"
15,,,"goodrich, roberto tamassia, david m"
16,,,"mount, isbn -13: 978 -0470383278 or isbn -10: 0470383275"
17,,,"o you may need a textbook on c++ language from the previous semester, or any good c++ reference book(s)"
18,,, slides used in the class/lectures
19,,,grading policy  grading scale: 90 -100 – a; 80 - <90 – b; 70 - <80 – c; 60- <70 – d; below 60 – f
20,,," there will be o 4 assignments, each building upon the previous one"
21,,,the 4 assignments together will make one course project
22,,,"o labs every week, managed by the ta(s) – coding questions to solve in 50 minutes"
23,,,take home if incomplete and submit for 20% of the points by the end of the day
24,,,"o there will be two exams, a midterm and a final, both conceptual, multi -choice"
25,,,"o a quiz every week (1 hour, 10 points), based on the materials covered in the week"
26,,,o peer reviews of the pseudocode/algo rithm question of assignments
