id,keyword,location,text
1,,,course syllabus page 1 of 3 course name csce 481: seminar term spring 2022 meeting time section 5 99: tr 11:10 am – 12:25 pm online course description and prerequisites seminar
2,,,credits 1
3,,,(1 -0)
4,,,"the goal of this course is to expose students to a variety of topics of current interest in computer science, with a particular focus on leader development"
5,,,"topics to be addressed include practical issues related to careers in the public and private sector s, such as job seeking activities, workplace environment, and graduate school"
6,,,"invited speakers will make presentations in a seminar format, encouraging discussion and exploration"
7,,,this course is no longer being taught to meet a formal writing requirement (i.e.
8,,,"this seminar is not a ""w"" course)"
9,,,"this course is designed for undergraduate students who are intending to graduate within 9 -21 months, and therefore, students will need to be either a junior or senior classification"
10,,,"learning outcomes or course obj ectives the course will cover a variety of topics in class, in addition to research topics that students will be exposed to through attending research seminars outside of class"
11,,,"the in -class topics will include: - career opportunities and pathways for those with undergraduate and/or graduate degrees in computer science and engineering - job topics, including job searching, interviewing, and negotiating - company work environments - computer science/engineering research, including undergraduate research - graduate sch ool - leadership and leader development instructor information name ricardo gutierrez -osuna email address rgutier@tamu.ed"
12,,,office hours by appointment office location peterson 309 grader yingying wang email address wyytamu@tamu.ed
13,,,textbook and/or resource material optional readings: interesting readings as communicated by course instructor grading policies the student’s semester grade will be based on class attendan ce and completion of a report for each seminar 
14,,,attendance will be taken via zoom 
15,,,“online arrival” past 11:20 am or leaving before the conclusion of the lecture without prior approval will be marked as absent
16,,,the seminar report will be submitted at the conclusion of the talk
17,,,the length of the report should be at least 200 words but no more than 400 words 
18,,,"the report should include the following information: course syllabus page 2 of 3 - name of the speaker and affiliation - summary of the talk : o for a com pany talk, you may describe some of the following : (1) the in dustry sector of th e company and its main product s, (2) the role that computing plays at the company , (3) career opportunities /paths for cs/ce graduates , (4) a day in the life of a cs/ce graduate at the company , (5) anything you learned about the company "
19,,,o for a regular talk (e.g.
20,,,"on a specific topic , such as artificial intelligence ), you may write a free-form summary or a traditional summar y (motivation, problem statement, proposed solution , results an d conclusions ), whichever you feel is more appropriate - your thoughts: o for a company talk, you may discuss some of the following topics: (1) aspects of working at the company that you liked the most , (2) whether or not you would like to work at this company, and why, (3) aspects of the presentation and q&a that you found interesting or informative , (4) aspects of the presentation and q&a that could be improved , etc"
21,,,"o for a regular talk, you may write a crit ique or discuss your thought s"
22,,,"for example, is the work interesting and why? do you think the re sults are important? what questions would you ask the speaker ? do you have any eth ical co ncerns about the t opic ? students will also be required to complete an ethics and professional responsibility module that is available on canvas "
23,,,"this module must be completed by may 3 , 202 2 11:59pm"
24,,,class attendance is essential for student success; students are required to promptly and regularly attend all their classes
25,,,"a record of attendance will be maintained from the first week of classes through the last day of class , and will constitute part of the participation grade for the course"
26,,,absences may only be excused as defined by the texas a&m university student rules available at http://student -rules.tamu.edu/rule0
27,,,
28,,,these absences may be made up by watching youtube videos (specific video links will be sent on the course ’s canvas webpages )
29,,,only two makeup opportunities will be provided
30,,,"deadline to submit your reports is december 8, 2021 11:59pm"
31,,,grading scale the gra ding scale will be based off the number of meetings a student attends divided by the total number of classes held
32,,,"these points cannot be made up, and extra credit will not be offered"
33,,,"so, if there are 14 meetings, you can miss one class and still make an a in the class (13/14=92 %), miss two classes and still make a b (12/14=85 %), and miss three classes and still make a c (11/14=78 %)"
